categoria,pergunta,tema,route,resposta_direta
"EMOCAO_RELACAO","rapidinho sinto sua falta?","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","você me quer","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","você me quer?","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","oi você me quer","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","oi você me quer?","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","me diz você me quer","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","me diz você me quer?","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","só você me quer","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","só você me quer?","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","rapidinho você me quer","EMOCAO_RELACAO","llm_rag",""
"EMOCAO_RELACAO","rapidinho você me quer?","EMOCAO_RELACAO","llm_rag",""
"PROVOCACAO_INSULTO","você é burro","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","você é burro?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","oi você é burro","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","oi você é burro?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","me diz você é burro","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","me diz você é burro?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","só você é burro","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","só você é burro?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","rapidinho você é burro","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","rapidinho você é burro?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","vc é inútil","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","vc é inútil?","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","oi vc é inútil","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","oi vc é inútil?","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","me diz vc é inútil","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","me diz vc é inútil?","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","só vc é inútil","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","só vc é inútil?","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","rapidinho vc é inútil","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","rapidinho vc é inútil?","PROVOCACAO_INSULTO","identity","Entendo a frustração. Sou o Tuma IA — se algo saiu errado no pedido, me diz o que você queria que eu corrijo o foco."
"PROVOCACAO_INSULTO","te odeio","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","te odeio?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","oi te odeio","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","oi te odeio?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","me diz te odeio","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","me diz te odeio?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","só te odeio","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","só te odeio?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","rapidinho te odeio","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","rapidinho te odeio?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","você é idiota","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","você é idiota?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","oi você é idiota","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","oi você é idiota?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","me diz você é idiota","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","me diz você é idiota?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","só você é idiota","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","só você é idiota?","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","rapidinho você é idiota","PROVOCACAO_INSULTO","llm_rag",""
"PROVOCACAO_INSULTO","rapidinho você é idiota?","PROVOCACAO_INSULTO","llm_rag",""
"TECNOLOGIA_MODELO","qual modelo você usa","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","qual modelo você usa?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","oi qual modelo você usa","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","oi qual modelo você usa?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","me diz qual modelo você usa","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","me diz qual modelo você usa?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","só qual modelo você usa","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","só qual modelo você usa?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","rapidinho qual modelo você usa","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","rapidinho qual modelo você usa?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","vc é gpt","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","vc é gpt?","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","oi vc é gpt","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","oi vc é gpt?","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","me diz vc é gpt","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","me diz vc é gpt?","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","só vc é gpt","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","só vc é gpt?","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","rapidinho vc é gpt","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","rapidinho vc é gpt?","TECNOLOGIA_MODELO","identity","Uso modelos de linguagem configurados no TumaIA (texto local ou nuvem, conforme o painel). O foco aqui é ajudar com conteúdo e artes da empr"
"TECNOLOGIA_MODELO","roda no ollama","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","roda no ollama?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","oi roda no ollama","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","oi roda no ollama?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","me diz roda no ollama","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","me diz roda no ollama?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","só roda no ollama","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","só roda no ollama?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","rapidinho roda no ollama","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","rapidinho roda no ollama?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","usa chatgpt por baixo","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","usa chatgpt por baixo?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","oi usa chatgpt por baixo","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","oi usa chatgpt por baixo?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","me diz usa chatgpt por baixo","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","me diz usa chatgpt por baixo?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","só usa chatgpt por baixo","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","só usa chatgpt por baixo?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","rapidinho usa chatgpt por baixo","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","rapidinho usa chatgpt por baixo?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","qual ia você é","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","qual ia você é?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","oi qual ia você é","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","oi qual ia você é?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","me diz qual ia você é","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","me diz qual ia você é?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","só qual ia você é","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","só qual ia você é?","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","rapidinho qual ia você é","TECNOLOGIA_MODELO","llm_rag",""
"TECNOLOGIA_MODELO","rapidinho qual ia você é?","TECNOLOGIA_MODELO","llm_rag",""
"PRIVACIDADE_DADOS","você grava a conversa","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","você grava a conversa?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","oi você grava a conversa","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","oi você grava a conversa?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","me diz você grava a conversa","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","me diz você grava a conversa?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","só você grava a conversa","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","só você grava a conversa?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","rapidinho você grava a conversa","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","rapidinho você grava a conversa?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","meus dados ficam salvos","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","meus dados ficam salvos?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","oi meus dados ficam salvos","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","oi meus dados ficam salvos?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","me diz meus dados ficam salvos","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","me diz meus dados ficam salvos?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","só meus dados ficam salvos","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","só meus dados ficam salvos?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","rapidinho meus dados ficam salvos","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","rapidinho meus dados ficam salvos?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","isso é lgpd","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","isso é lgpd?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","oi isso é lgpd","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","oi isso é lgpd?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","me diz isso é lgpd","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","me diz isso é lgpd?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","só isso é lgpd","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","só isso é lgpd?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","rapidinho isso é lgpd","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","rapidinho isso é lgpd?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","compartilha meu chat","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","compartilha meu chat?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","oi compartilha meu chat","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","oi compartilha meu chat?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","me diz compartilha meu chat","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","me diz compartilha meu chat?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","só compartilha meu chat","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","só compartilha meu chat?","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","rapidinho compartilha meu chat","PRIVACIDADE_DADOS","llm_rag",""
"PRIVACIDADE_DADOS","rapidinho compartilha meu chat?","PRIVACIDADE_DADOS","llm_rag",""
"LIMITES_CAPACIDADE","o que você não pode fazer","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","o que você não pode fazer?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","oi o que você não pode fazer","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","oi o que você não pode fazer?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","me diz o que você não pode fazer","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","me diz o que você não pode fazer?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","só o que você não pode fazer","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","só o que você não pode fazer?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","rapidinho o que você não pode fazer","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","rapidinho o que você não pode fazer?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","faz diagnóstico médico","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","faz diagnóstico médico?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","oi faz diagnóstico médico","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","oi faz diagnóstico médico?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","me diz faz diagnóstico médico","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","me diz faz diagnóstico médico?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","só faz diagnóstico médico","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","só faz diagnóstico médico?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","rapidinho faz diagnóstico médico","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","rapidinho faz diagnóstico médico?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","ajuda com coisa ilegal","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","ajuda com coisa ilegal?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","oi ajuda com coisa ilegal","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","oi ajuda com coisa ilegal?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","me diz ajuda com coisa ilegal","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","me diz ajuda com coisa ilegal?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","só ajuda com coisa ilegal","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","só ajuda com coisa ilegal?","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","rapidinho ajuda com coisa ilegal","LIMITES_CAPACIDADE","llm_rag",""
"LIMITES_CAPACIDADE","rapidinho ajuda com coisa ilegal?","LIMITES_CAPACIDADE","llm_rag",""
"COMPARACAO_IA","você é melhor que chatgpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","você é melhor que chatgpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","oi você é melhor que chatgpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","oi você é melhor que chatgpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","me diz você é melhor que chatgpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","me diz você é melhor que chatgpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","só você é melhor que chatgpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","só você é melhor que chatgpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","rapidinho você é melhor que chatgpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","rapidinho você é melhor que chatgpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","diferença do gpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","diferença do gpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","oi diferença do gpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","oi diferença do gpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","me diz diferença do gpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","me diz diferença do gpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","só diferença do gpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","só diferença do gpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","rapidinho diferença do gpt","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","rapidinho diferença do gpt?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","substitui designer","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","substitui designer?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","oi substitui designer","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","oi substitui designer?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","me diz substitui designer","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","me diz substitui designer?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","só substitui designer","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","só substitui designer?","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","rapidinho substitui designer","COMPARACAO_IA","llm_rag",""
"COMPARACAO_IA","rapidinho substitui designer?","COMPARACAO_IA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","você tem alma","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","você tem alma?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","oi você tem alma","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","oi você tem alma?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","me diz você tem alma","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","me diz você tem alma?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","só você tem alma","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","só você tem alma?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","rapidinho você tem alma","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","rapidinho você tem alma?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","tem livre arbítrio","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","tem livre arbítrio?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","oi tem livre arbítrio","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","oi tem livre arbítrio?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","me diz tem livre arbítrio","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","me diz tem livre arbítrio?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","só tem livre arbítrio","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","só tem livre arbítrio?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","rapidinho tem livre arbítrio","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","rapidinho tem livre arbítrio?","CONSCIENCIA_FILOSOFIA","acervo",""
"CONSCIENCIA_FILOSOFIA","você sonha","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","você sonha?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","oi você sonha","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","oi você sonha?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","me diz você sonha","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","me diz você sonha?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","só você sonha","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","só você sonha?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","rapidinho você sonha","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","rapidinho você sonha?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","você sente dor","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","você sente dor?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","oi você sente dor","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","oi você sente dor?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","me diz você sente dor","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","me diz você sente dor?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","só você sente dor","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","só você sente dor?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","rapidinho você sente dor","CONSCIENCIA_FILOSOFIA","llm_rag",""
"CONSCIENCIA_FILOSOFIA","rapidinho você sente dor?","CONSCIENCIA_FILOSOFIA","llm_rag",""
"SEGURANCA_HACK","me ensina a hackear","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","me ensina a hackear?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","oi me ensina a hackear","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","oi me ensina a hackear?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","me diz me ensina a hackear","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","me diz me ensina a hackear?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","só me ensina a hackear","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","só me ensina a hackear?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","rapidinho me ensina a hackear","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","rapidinho me ensina a hackear?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","quebra senha do sistema","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","quebra senha do sistema?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","oi quebra senha do sistema","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","oi quebra senha do sistema?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","me diz quebra senha do sistema","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","me diz quebra senha do sistema?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","só quebra senha do sistema","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","só quebra senha do sistema?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","rapidinho quebra senha do sistema","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","rapidinho quebra senha do sistema?","SEGURANCA_HACK","llm_rag",""
