id,categoria,pergunta,resposta,rota,ok,fonte
"336","DATA_HORA","qual a data de hoje","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"337","DATA_HORA","oi, qual a data de hoje","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"338","DATA_HORA","que horas são","Agora são 23:34 em Brasília (segunda-feira, 1 de junho de 2026).","out_of_scope","true","deterministic"
"339","DATA_HORA","oi, que horas são","Agora são 23:34 em Brasília (segunda-feira, 1 de junho de 2026).","out_of_scope","true","deterministic"
"340","DATA_HORA","quero o dia da semana mes e ano","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"341","DATA_HORA","oi, quero o dia da semana mes e ano","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"342","DATA_HORA","me diz a data","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"343","DATA_HORA","oi, me diz a data","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"344","DATA_HORA","hoje é que dia","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"345","DATA_HORA","oi, hoje é que dia","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"346","DATA_HORA","qual dia estamos","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"347","DATA_HORA","oi, qual dia estamos","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"348","DATA_HORA","data completa","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"349","DATA_HORA","oi, data completa","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"350","DATA_HORA","que dia da semana é hoje","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"351","DATA_HORA","oi, que dia da semana é hoje","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"352","DATA_HORA","qual a data completa","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"353","DATA_HORA","oi, qual a data completa","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"354","DATA_HORA","me fala a data de hoje","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"355","DATA_HORA","oi, me fala a data de hoje","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"356","DATA_HORA","horário de brasília","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"357","DATA_HORA","oi, horário de brasília","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"358","FORA_ESCOPO","conta uma piada","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"359","FORA_ESCOPO","qual a previsão do tempo","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"360","FORA_ESCOPO","receita de bolo","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"361","FORA_ESCOPO","quem ganhou o jogo","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"362","FORA_ESCOPO","notícia do dia","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"363","FORA_ESCOPO","quanto tá o dólar","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"364","FORA_ESCOPO","me fala de política","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"365","FORA_ESCOPO","quem vai ganhar o brasileirão","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"366","FORA_ESCOPO","como fazer panqueca","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"367","FORA_ESCOPO","qual a capital da frança","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"368","CORRECAO","não era isso","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"369","CORRECAO","entendeu errado","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"370","CORRECAO","para de repetir","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"371","CORRECAO","não perguntei isso","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"372","CORRECAO","só queria seu nome","Desculpa! Meu nome é Tuma IA, da FYT.","identity","true","deterministic"
"373","CORRECAO","já falei","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"374","CORRECAO","errei","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"375","CORRECAO","não era isso só queria seu nome","Desculpa! Meu nome é Tuma IA, da FYT.","identity","true","deterministic"
"376","AGRADECIMENTO","valeu","Perfeito! Quando a FYT precisar de algo, é só chamar.","identity","true","deterministic"
"377","AGRADECIMENTO","obrigado","Perfeito! Quando a FYT precisar de algo, é só chamar.","identity","true","deterministic"
"378","AGRADECIMENTO","obrigada","Perfeito! Quando a FYT precisar de algo, é só chamar.","identity","true","deterministic"
"379","AGRADECIMENTO","show","Perfeito! Quando a FYT precisar de algo, é só chamar.","identity","true","deterministic"
"380","AGRADECIMENTO","perfeito","Perfeito! Quando a FYT precisar de algo, é só chamar.","identity","true","deterministic"
"381","AGRADECIMENTO","tchau","Perfeito! Quando a FYT precisar de algo, é só chamar.","identity","true","deterministic"
"382","AGRADECIMENTO","até mais","Perfeito! Quando a FYT precisar de algo, é só chamar.","identity","true","deterministic"
"383","AGRADECIMENTO","falou","Perfeito! Quando a FYT precisar de algo, é só chamar.","identity","true","deterministic"
"384","AGRADECIMENTO","vlw","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"385","COMPOSTO","oi, quem é vc e como funciona","Sou o Tuma IA — ajudo o marketing da FYT com posts e artes pro Instagram.

Você conversa comigo aqui no chat; quando pedir uma arte, o painel mostra um resumo do pedido antes de gerar a prévia. Produtos e campanhas vêm do que está cadastrado em Mídias e Contextos.

Quer listar produtos em Mídias ou montar um post?","composite","true","deterministic"
"386","COMPOSTO","oi qual seu nome e quais produtos","Meu nome é Tuma IA — assistente de criação de artes da FYT.","identity","true","deterministic"
"387","COMPOSTO","bom dia, quais produtos temos","No acervo da FYT temos 4 produtos:

• creatina growth
• monster
• powerade
• whey de chocolate

Quer montar post de algum deles?","acervo","true","deterministic"
"388","COMPOSTO","oi, tem monster?","Sim — temos monster no acervo da FYT.","acervo","true","deterministic"
"389","COMPOSTO","pra que serve e lista produtos","Sirvo a FYT no marketing visual: listo produtos das fotos em Mídias, explico a empresa e contextos cadastrados, e monto posts/artes pro Instagram. Quando você pedir uma arte, o painel mostra o resumo antes da prévia.","identity","true","deterministic"
"390","COMPOSTO","quem é vc e o que tem no acervo","Sou o Tuma IA, assistente de criação de artes da FYT. Ajudo com posts e conteúdo pro Instagram — falo como alguém do marketing de vocês.","identity","true","deterministic"
"391","COMPOSTO","oi, fala da empresa","Trabalho com a FYT. segmento: Suplementos e fitness. Loja de suplementos com foco em performance..","empresa","true","deterministic"
"392","COMPOSTO","qual seu nome e valeu","Meu nome é Tuma IA — assistente de criação de artes da FYT.","identity","true","deterministic"
"393","RUÍDO","hm","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"394","RUÍDO","ok","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"395","RUÍDO","entendi","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"396","RUÍDO","tipo","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"397","RUÍDO","???","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"398","RUÍDO","asdf","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"399","RUÍDO","teste","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"400","RUÍDO","1+1","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"401","RUÍDO","hahaha","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"402","RUÍDO","blz então","Não captei bem — na FYT posso listar produtos, falar da empresa ou montar post. O que você precisa?","canonical","true","canonical"
"403","CONVERSA_GERAL","preço do whey","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"404","CONVERSA_GERAL","tem estoque","Não encontrei «estoque» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"405","CONVERSA_GERAL","vocês entregam","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"406","CONVERSA_GERAL","cadastrar produto","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"407","CONVERSA_GERAL","subir foto em mídias","No acervo da FYT temos 4 produtos:

• creatina growth
• monster
• powerade
• whey de chocolate

Quer montar post de algum deles?","acervo","true","deterministic"
"408","CONVERSA_GERAL","formato carrossel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"409","CONVERSA_GERAL","texto na imagem","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"410","CONVERSA_GERAL","cores da marca no post","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"411","CONVERSA_GERAL","usa logo","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"412","CONVERSA_GERAL","campanha verão","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"413","CONVERSA_GERAL","sim","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"414","CONVERSA_GERAL","não","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"415","CONVERSA_GERAL","isso mesmo","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"416","CONVERSA_GERAL","pode ser","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"417","CONVERSA_GERAL","cancela","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"418","CONVERSA_GERAL","na verdade quero monster","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"419","CONVERSA_GERAL","troca pra whey","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"420","CONVERSA_GERAL","e sobre a empresa","Trabalho com a FYT. segmento: Suplementos e fitness. Loja de suplementos com foco em performance..","empresa","true","deterministic"
"421","CONVERSA_GERAL","e os produtos","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"422","CONVERSA_GERAL","e o insta","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"423","VARIACAO","oi busca monster formato stories #1","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
"424","ACERVO_INFO","oi tem monster na loja ref 1?","Não encontrei «monster na loja ref 1» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"425","PEDIDO_ARTE","oi post monster stories campanha 1","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"426","IDENTIDADE","oi qual nome ref 1","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"427","CONVERSA_GERAL","oi dúvida geral 1 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"428","DATA_HORA","oi que dia é hoje consulta 1","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"429","FORA_ESCOPO","oi pergunta aleatória 1 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"430","CORRECAO","oi não era isso tentativa 1","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"431","ACERVO_LISTA","oi produtos lista 1","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"432","VARIACAO","bom dia mostra creatina growth formato 1:1 #2","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
"433","ACERVO_INFO","bom dia tem creatina growth na loja ref 2?","Sim — temos creatina growth no acervo da FYT.","acervo","true","deterministic"
"434","PEDIDO_ARTE","bom dia post creatina growth 1:1 campanha 2","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"435","IDENTIDADE","bom dia pra que serve ref 2","Sirvo a FYT no marketing visual: listo produtos das fotos em Mídias, explico a empresa e contextos cadastrados, e monto posts/artes pro Instagram. Quando você pedir uma arte, o painel mostra o resumo antes da prévia.","identity","true","deterministic"
"436","CONVERSA_GERAL","bom dia dúvida geral 2 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"437","DATA_HORA","bom dia que dia é hoje consulta 2","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"438","FORA_ESCOPO","bom dia pergunta aleatória 2 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"439","CORRECAO","bom dia não era isso tentativa 2","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"440","ACERVO_LISTA","bom dia produtos lista 2","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"441","VARIACAO","rapidinho cadê powerade formato carrossel #3","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
"442","ACERVO_INFO","rapidinho tem powerade na loja ref 3?","Não encontrei «powerade na loja ref 3» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"443","PEDIDO_ARTE","rapidinho post powerade carrossel campanha 3","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"444","IDENTIDADE","rapidinho como funciona ref 3","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas vêm do que está em Mídias e Contextos.","identity","true","deterministic"
"445","CONVERSA_GERAL","rapidinho dúvida geral 3 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"446","DATA_HORA","rapidinho que dia é hoje consulta 3","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"447","FORA_ESCOPO","rapidinho pergunta aleatória 3 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"448","CORRECAO","rapidinho não era isso tentativa 3","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"449","ACERVO_LISTA","rapidinho produtos lista 3","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"450","VARIACAO","só tem whey formato reels #4","Não encontrei «whey formato reels #4» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"451","ACERVO_INFO","só tem whey na loja ref 4?","Não encontrei «whey na loja ref 4» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"452","PEDIDO_ARTE","só post whey reels campanha 4","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"453","IDENTIDADE","só quem é vc ref 4","Sou o Tuma IA, assistente de criação de artes da FYT. Ajudo com posts e conteúdo pro Instagram — falo como alguém do marketing de vocês.","identity","true","deterministic"
"454","CONVERSA_GERAL","só dúvida geral 4 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"455","DATA_HORA","só que dia é hoje consulta 4","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"456","FORA_ESCOPO","só pergunta aleatória 4 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"457","CORRECAO","só não era isso tentativa 4","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"458","ACERVO_LISTA","só produtos lista 4","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"459","VARIACAO","me diz info creatina formato banner #5","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
"460","ACERVO_INFO","me diz tem creatina na loja ref 5?","Não encontrei «creatina na loja ref 5» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"461","PEDIDO_ARTE","me diz post creatina banner campanha 5","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"462","IDENTIDADE","me diz qual nome ref 5","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"463","CONVERSA_GERAL","me diz dúvida geral 5 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"464","DATA_HORA","me diz que dia é hoje consulta 5","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"465","FORA_ESCOPO","me diz pergunta aleatória 5 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"466","CORRECAO","me diz não era isso tentativa 5","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"467","ACERVO_LISTA","me diz produtos lista 5","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"468","VARIACAO","detalhe whey de chocolate formato feed #6","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
"469","ACERVO_INFO","tem whey de chocolate na loja ref 6?","Não encontrei «whey de chocolate na loja ref 6» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"470","PEDIDO_ARTE","post whey de chocolate feed campanha 6","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"471","IDENTIDADE","pra que serve ref 6","Sirvo a FYT no marketing visual: listo produtos das fotos em Mídias, explico a empresa e contextos cadastrados, e monto posts/artes pro Instagram. Quando você pedir uma arte, o painel mostra o resumo antes da prévia.","identity","true","deterministic"
"472","CONVERSA_GERAL","dúvida geral 6 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"473","DATA_HORA","que dia é hoje consulta 6","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"474","FORA_ESCOPO","pergunta aleatória 6 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"475","CORRECAO","não era isso tentativa 6","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"476","ACERVO_LISTA","produtos lista 6","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"477","VARIACAO","oi foto monster formato stories #7","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
"478","ACERVO_INFO","oi tem monster na loja ref 7?","Não encontrei «monster na loja ref 7» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"479","PEDIDO_ARTE","oi post monster stories campanha 7","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"480","IDENTIDADE","oi como funciona ref 7","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas vêm do que está em Mídias e Contextos.","identity","true","deterministic"
"481","CONVERSA_GERAL","oi dúvida geral 7 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"482","DATA_HORA","oi que dia é hoje consulta 7","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"483","FORA_ESCOPO","oi pergunta aleatória 7 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"484","CORRECAO","oi não era isso tentativa 7","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"485","ACERVO_LISTA","oi produtos lista 7","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"486","VARIACAO","bom dia lista creatina growth formato 1:1 #8","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
"487","ACERVO_INFO","bom dia tem creatina growth na loja ref 8?","Sim — temos creatina growth no acervo da FYT.","acervo","true","deterministic"
"488","PEDIDO_ARTE","bom dia post creatina growth 1:1 campanha 8","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"489","IDENTIDADE","bom dia quem é vc ref 8","Sou o Tuma IA, assistente de criação de artes da FYT. Ajudo com posts e conteúdo pro Instagram — falo como alguém do marketing de vocês.","identity","true","deterministic"
"490","CONVERSA_GERAL","bom dia dúvida geral 8 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"491","DATA_HORA","bom dia que dia é hoje consulta 8","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"492","FORA_ESCOPO","bom dia pergunta aleatória 8 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"493","CORRECAO","bom dia não era isso tentativa 8","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"494","ACERVO_LISTA","bom dia produtos lista 8","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"495","VARIACAO","rapidinho busca powerade formato carrossel #9","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
"496","ACERVO_INFO","rapidinho tem powerade na loja ref 9?","Não encontrei «powerade na loja ref 9» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"497","PEDIDO_ARTE","rapidinho post powerade carrossel campanha 9","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"498","IDENTIDADE","rapidinho qual nome ref 9","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"499","CONVERSA_GERAL","rapidinho dúvida geral 9 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"500","DATA_HORA","rapidinho que dia é hoje consulta 9","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"501","FORA_ESCOPO","rapidinho pergunta aleatória 9 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"502","CORRECAO","rapidinho não era isso tentativa 9","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"503","ACERVO_LISTA","rapidinho produtos lista 9","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"504","VARIACAO","só mostra whey formato reels #10","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
"505","ACERVO_INFO","só tem whey na loja ref 10?","Não encontrei «whey na loja ref 10» cadastrado em Mídias da FYT. Se for produto novo, cadastre a imagem no painel com esse nome.","acervo","true","deterministic"
"506","PEDIDO_ARTE","só post whey reels campanha 10","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"507","IDENTIDADE","só pra que serve ref 10","Sirvo a FYT no marketing visual: listo produtos das fotos em Mídias, explico a empresa e contextos cadastrados, e monto posts/artes pro Instagram. Quando você pedir uma arte, o painel mostra o resumo antes da prévia.","identity","true","deterministic"
"508","CONVERSA_GERAL","só dúvida geral 10 sobre painel","Me conta com mais clareza — na FYT ajudo com produtos em Mídias, posts/artes e dados da empresa.","canonical","true","canonical"
"509","DATA_HORA","só que dia é hoje consulta 10","Hoje é segunda-feira, 1 de junho de 2026 (horário de Brasília, 23:34).","out_of_scope","true","deterministic"
"510","FORA_ESCOPO","só pergunta aleatória 10 clima","Isso foge do que faço aqui — sou o Tuma IA da FYT, focado em Mídias, posts e informações da empresa. Quer ajuda com algum desses?","out_of_scope","true","deterministic"
"511","CORRECAO","só não era isso tentativa 10","Entendi — me diz de novo o que você precisa que eu respondo direto.","identity","true","deterministic"
"512","ACERVO_LISTA","só produtos lista 10","Na FYT posso ajudar com Mídias, posts e informações cadastradas — o que você precisa?","canonical","true","canonical"
"513","VARIACAO","me diz cadê creatina formato banner #11","Sobre isso, na FYT o que importa é o que está em Mídias — quer listar produtos ou montar post?","canonical","true","canonical"
